timestamp,lat_deg,lon_deg,height_m,quality,quality_name,num_sats,sdn_m,sde_m,sdu_m,age_s,ratio
32525.000,37.415439234,-122.085635611,630.6699,5,SINGLE,11,1.7964,1.7964,2.8817,0.8,0.0
32526.000,37.415456556,-122.085601611,632.9067,1,FIX,14,0.0026,0.0026,0.0119,1.8,4.8
32527.000,37.415431735,-122.085589851,632.9363,1,FIX,12,0.0057,0.0057,0.0133,4.5,40.2
32528.000,37.415440160,-122.085605890,632.9887,1,FIX,8,0.0097,0.0097,0.0118,4.2,41.1
32529.000,37.415451202,-122.085609253,632.5678,2,FLOAT,14,0.1284,0.1284,0.1476,1.9,0.0
32530.000,37.415458472,-122.085615496,632.7716,1,FIX,11,0.0025,0.0025,0.0064,1.4,34.9
32531.000,37.415444027,-122.085605929,633.1646,2,FLOAT,8,0.1875,0.1875,0.1931,3.3,0.0
32532.000,37.415449443,-122.085614503,632.8183,2,FLOAT,11,0.1720,0.1720,0.3010,4.1,0.0
32533.000,37.415449818,-122.085610829,632.7828,2,FLOAT,11,0.0963,0.0963,0.3854,1.7,0.0
32534.000,37.415454198,-122.085605425,633.1080,2,FLOAT,14,0.1656,0.1656,0.3505,4.4,0.0
32535.000,37.415468110,-122.085594485,632.9435,1,FIX,8,0.0034,0.0034,0.0154,4.5,32.4
32536.000,37.415464578,-122.085588572,632.7500,2,FLOAT,13,0.0851,0.0851,0.1718,4.8,0.0
32537.000,37.415472947,-122.085605558,633.3538,5,SINGLE,10,1.6672,1.6672,2.5087,2.1,0.0
32538.000,37.415466610,-122.085598678,632.8618,1,FIX,13,0.0090,0.0090,0.0133,4.2,7.8
32539.000,37.415445730,-122.085596265,632.8560,2,FLOAT,12,0.0638,0.0638,0.3732,4.1,0.0
32540.000,37.415450093,-122.085616593,632.0867,5,SINGLE,7,1.0624,1.0624,1.0846,4.7,0.0
32541.000,37.415448500,-122.085605188,633.0782,2,FLOAT,8,0.1638,0.1638,0.2407,3.1,0.0
32542.000,37.415459300,-122.085588138,632.8430,2,FLOAT,12,0.0667,0.0667,0.1864,1.5,0.0
32543.000,37.415462042,-122.085605835,632.8784,1,FIX,13,0.0068,0.0068,0.0052,1.2,27.2
32544.000,37.415459435,-122.085600516,632.9722,1,FIX,7,0.0062,0.0062,0.0104,2.7,47.8
32545.000,37.415458225,-122.085589467,633.1094,2,FLOAT,11,0.0880,0.0880,0.1049,3.9,0.0
32546.000,37.415439616,-122.085598826,632.7180,1,FIX,11,0.0031,0.0031,0.0103,3.2,18.9
32547.000,37.415453380,-122.085597652,633.0433,2,FLOAT,13,0.0555,0.0555,0.1605,4.0,0.0
32548.000,37.415462616,-122.085596854,632.7401,2,FLOAT,6,0.1630,0.1630,0.1573,1.8,0.0
32549.000,37.415455568,-122.085617721,632.7820,5,SINGLE,13,1.8420,1.8420,2.1599,4.9,0.0
32550.000,37.415453745,-122.085619075,632.8366,1,FIX,12,0.0026,0.0026,0.0140,2.7,41.7
32551.000,37.415460838,-122.085605600,633.0213,1,FIX,12,0.0033,0.0033,0.0117,3.6,24.0
32552.000,37.415457986,-122.085601432,632.7168,2,FLOAT,12,0.1045,0.1045,0.3403,3.4,0.0
32553.000,37.415441350,-122.085598725,632.7531,2,FLOAT,11,0.1043,0.1043,0.3848,0.2,0.0
32554.000,37.415456507,-122.085604852,632.8857,1,FIX,8,0.0062,0.0062,0.0110,1.2,33.5
32555.000,37.415441898,-122.085610756,632.9637,1,FIX,10,0.0082,0.0082,0.0156,3.1,13.1
32556.000,37.415460421,-122.085593841,633.0750,5,SINGLE,13,1.9959,1.9959,3.4315,4.8,0.0
32557.000,37.415441070,-122.085603443,632.9310,2,FLOAT,8,0.1568,0.1568,0.3782,3.2,0.0
32558.000,37.415458730,-122.085589158,633.0649,2,FLOAT,6,0.1041,0.1041,0.2717,2.3,0.0
32559.000,37.415451442,-122.085613475,633.0034,2,FLOAT,13,0.1289,0.1289,0.3307,4.1,0.0
32560.000,37.415451284,-122.085615224,632.9418,1,FIX,11,0.0030,0.0030,0.0174,2.9,28.9
32561.000,37.415451244,-122.085597106,632.5744,2,FLOAT,10,0.0747,0.0747,0.1968,3.5,0.0
32562.000,37.415446114,-122.085596502,632.8382,1,FIX,14,0.0042,0.0042,0.0144,0.5,31.9
32563.000,37.415450109,-122.085616833,632.6755,2,FLOAT,11,0.1764,0.1764,0.2691,4.1,0.0
32564.000,37.415457792,-122.085613726,632.8275,1,FIX,12,0.0069,0.0069,0.0055,2.7,44.8
32565.000,37.415471816,-122.085610083,632.9480,2,FLOAT,6,0.0737,0.0737,0.2247,2.3,0.0
32566.000,37.415469351,-122.085613434,633.1631,1,FIX,11,0.0098,0.0098,0.0070,2.8,20.4
32567.000,37.415455191,-122.085601025,632.9184,1,FIX,10,0.0096,0.0096,0.0180,4.8,22.7
32568.000,37.415461774,-122.085584215,634.3975,5,SINGLE,14,1.2002,1.2002,3.6372,2.5,0.0
32569.000,37.415460404,-122.085600323,633.0045,1,FIX,6,0.0024,0.0024,0.0124,3.3,44.5
32570.000,37.415449001,-122.085619970,632.9492,1,FIX,11,0.0081,0.0081,0.0105,2.9,21.8
32571.000,37.415452299,-122.085618041,632.8728,1,FIX,10,0.0086,0.0086,0.0143,0.6,31.7
32572.000,37.415474448,-122.085610129,632.8266,1,FIX,8,0.0036,0.0036,0.0126,0.2,26.5
32573.000,37.415463386,-122.085614221,632.9118,1,FIX,14,0.0031,0.0031,0.0190,2.0,18.0
32574.000,37.415437115,-122.085622481,631.8845,5,SINGLE,10,1.2123,1.2123,1.0499,1.7,0.0
32575.000,37.415457838,-122.085584766,632.7531,1,FIX,6,0.0068,0.0068,0.0090,4.9,33.8
32576.000,37.415456838,-122.085613099,632.8964,1,FIX,12,0.0032,0.0032,0.0152,4.7,4.5
32577.000,37.415454735,-122.085592030,633.0144,1,FIX,12,0.0060,0.0060,0.0142,4.2,25.2
32578.000,37.415439375,-122.085602340,631.6056,5,SINGLE,12,0.9706,0.9706,1.5195,4.6,0.0
32579.000,37.415467148,-122.085603720,632.7294,1,FIX,10,0.0069,0.0069,0.0079,2.8,14.6
32580.000,37.415452278,-122.085602577,632.9554,1,FIX,13,0.0045,0.0045,0.0102,4.0,46.9
32581.000,37.415464141,-122.085621273,633.0839,1,FIX,11,0.0096,0.0096,0.0171,1.4,16.7
32582.000,37.415455626,-122.085608388,632.8178,2,FLOAT,14,0.0907,0.0907,0.2686,1.4,0.0
32583.000,37.415446231,-122.085580399,632.9487,1,FIX,9,0.0071,0.0071,0.0058,3.6,22.4
32584.000,37.415477606,-122.085574518,634.2703,5,SINGLE,8,1.1104,1.1104,3.8051,4.4,0.0
32585.000,37.415447957,-122.085599033,632.2009,5,SINGLE,6,1.8619,1.8619,1.2684,2.9,0.0
32586.000,37.415434471,-122.085596260,631.2317,5,SINGLE,8,1.1268,1.1268,3.5128,4.7,0.0
32587.000,37.415476452,-122.085580961,634.6714,5,SINGLE,10,1.8151,1.8151,1.0278,2.8,0.0
32588.000,37.415493739,-122.085585184,635.4046,5,SINGLE,14,1.2865,1.2865,3.6678,0.7,0.0
32589.000,37.415445428,-122.085605750,631.9995,5,SINGLE,13,1.4724,1.4724,3.1558,0.1,0.0
32590.000,37.415456407,-122.085608354,632.3876,5,SINGLE,12,1.7405,1.7405,2.5458,0.4,0.0
32591.000,37.415461015,-122.085600350,633.0149,2,FLOAT,9,0.1170,0.1170,0.1801,1.6,0.0
32592.000,37.415450106,-122.085605741,632.9308,1,FIX,7,0.0057,0.0057,0.0074,4.6,35.2
32593.000,37.415435113,-122.085597321,632.3233,5,SINGLE,9,0.8287,0.8287,1.4007,0.8,0.0
32594.000,37.415458897,-122.085614307,632.7947,2,FLOAT,9,0.1643,0.1643,0.3041,3.0,0.0
32595.000,37.415451017,-122.085597705,632.7635,2,FLOAT,14,0.1854,0.1854,0.1606,2.7,0.0
32596.000,37.415445130,-122.085607678,632.7437,1,FIX,13,0.0027,0.0027,0.0127,2.3,41.0
32597.000,37.415454510,-122.085618672,632.9202,1,FIX,6,0.0052,0.0052,0.0172,2.9,38.1
32598.000,37.415456607,-122.085577689,632.8704,1,FIX,7,0.0099,0.0099,0.0121,0.9,16.5
32599.000,37.415440963,-122.085591672,632.8490,1,FIX,12,0.0056,0.0056,0.0188,0.4,20.7
32600.000,37.415481642,-122.085564601,634.4250,5,SINGLE,12,1.2933,1.2933,3.1836,1.1,0.0
32601.000,37.415454901,-122.085606721,632.7782,1,FIX,14,0.0050,0.0050,0.0084,0.8,24.6
32602.000,37.415441712,-122.085586493,632.9226,1,FIX,6,0.0039,0.0039,0.0060,2.2,30.9
32603.000,37.415456725,-122.085612460,632.9376,5,SINGLE,6,0.7102,0.7102,3.9805,1.2,0.0
32604.000,37.415444047,-122.085599464,632.6621,2,FLOAT,8,0.1979,0.1979,0.2564,2.1,0.0
32605.000,37.415448824,-122.085601708,632.8067,1,FIX,12,0.0064,0.0064,0.0057,3.2,19.2
32606.000,37.415451102,-122.085608239,632.9118,1,FIX,8,0.0080,0.0080,0.0121,1.5,42.9
32607.000,37.415458112,-122.085577446,633.9609,5,SINGLE,8,1.0826,1.0826,1.7650,1.7,0.0
32608.000,37.415456515,-122.085619435,632.8301,1,FIX,6,0.0041,0.0041,0.0151,4.4,31.3
32609.000,37.415437621,-122.085611648,632.8409,1,FIX,11,0.0044,0.0044,0.0186,1.0,13.0
32610.000,37.415432056,-122.085605629,632.7944,5,SINGLE,12,1.8727,1.8727,2.6562,3.9,0.0
32611.000,37.415451546,-122.085601969,632.9914,1,FIX,13,0.0057,0.0057,0.0170,3.8,37.0
32612.000,37.415461935,-122.085581821,632.9401,1,FIX,8,0.0021,0.0021,0.0133,3.6,30.4
32613.000,37.415460464,-122.085607782,632.8515,1,FIX,14,0.0072,0.0072,0.0153,4.1,15.1
32614.000,37.415453371,-122.085599914,632.7620,2,FLOAT,14,0.1232,0.1232,0.3751,2.7,0.0
32615.000,37.415459597,-122.085585131,633.0202,2,FLOAT,6,0.1119,0.1119,0.3528,1.2,0.0
32616.000,37.415452305,-122.085612916,632.6844,2,FLOAT,13,0.1489,0.1489,0.1047,2.7,0.0
32617.000,37.415455457,-122.085608861,632.8786,1,FIX,14,0.0085,0.0085,0.0151,4.5,40.9
32618.000,37.415456896,-122.085596597,632.9999,1,FIX,11,0.0041,0.0041,0.0110,2.0,20.5
32619.000,37.415453251,-122.085608749,632.7105,1,FIX,6,0.0027,0.0027,0.0107,0.3,29.0
32620.000,37.415464039,-122.085616979,632.9573,1,FIX,7,0.0092,0.0092,0.0188,4.5,13.8
32621.000,37.415475831,-122.085604555,632.7767,2,FLOAT,14,0.1345,0.1345,0.1099,4.6,0.0
32622.000,37.415450559,-122.085600654,632.7360,1,FIX,12,0.0094,0.0094,0.0095,2.8,29.5
32623.000,37.415450185,-122.085603097,632.6094,2,FLOAT,7,0.1251,0.1251,0.3923,0.3,0.0
32624.000,37.415445921,-122.085597993,632.6387,1,FIX,12,0.0098,0.0098,0.0099,3.9,32.8
32625.000,37.415466207,-122.085605534,632.9280,1,FIX,12,0.0027,0.0027,0.0143,3.6,40.5
32626.000,37.415466709,-122.085611851,632.7677,1,FIX,11,0.0049,0.0049,0.0064,2.2,47.3
32627.000,37.415460062,-122.085611326,632.9296,2,FLOAT,7,0.0539,0.0539,0.2062,0.5,0.0
32628.000,37.415462379,-122.085603626,632.9722,1,FIX,7,0.0078,0.0078,0.0134,1.2,49.7
32629.000,37.415447996,-122.085601968,632.9571,1,FIX,8,0.0025,0.0025,0.0115,2.4,22.8
32630.000,37.415461143,-122.085610497,632.7860,1,FIX,9,0.0057,0.0057,0.0070,2.0,3.3
32631.000,37.415446112,-122.085617192,633.0295,2,FLOAT,8,0.0951,0.0951,0.2810,3.5,0.0
32632.000,37.415462718,-122.085607820,633.0333,1,FIX,13,0.0097,0.0097,0.0167,1.4,18.3
32633.000,37.415451462,-122.085594101,632.9407,2,FLOAT,14,0.0540,0.0540,0.3182,4.7,0.0
32634.000,37.415435649,-122.085583351,632.9683,1,FIX,12,0.0074,0.0074,0.0071,1.3,17.2
32635.000,37.415458051,-122.085613906,632.9149,1,FIX,12,0.0063,0.0063,0.0189,2.1,43.9
32636.000,37.415450706,-122.085595733,632.7722,1,FIX,7,0.0029,0.0029,0.0087,0.8,34.2
32637.000,37.415441334,-122.085593109,632.7741,2,FLOAT,12,0.0659,0.0659,0.1296,1.1,0.0
32638.000,37.415440590,-122.085603957,632.7904,5,SINGLE,11,1.0867,1.0867,3.3170,2.9,0.0
32639.000,37.415444393,-122.085605561,631.9684,5,SINGLE,12,1.8808,1.8808,1.2576,4.2,0.0
32640.000,37.415443285,-122.085611825,632.9120,5,SINGLE,14,1.2244,1.2244,2.4285,2.2,0.0
32641.000,37.415442463,-122.085609546,632.7666,5,SINGLE,7,0.5339,0.5339,2.0292,0.5,0.0
32642.000,37.415438824,-122.085594594,633.4740,5,SINGLE,14,0.7402,0.7402,2.6795,4.8,0.0
32643.000,37.415464903,-122.085594121,633.1280,5,SINGLE,12,1.0934,1.0934,3.2122,4.4,0.0
32644.000,37.415454015,-122.085599243,632.9590,1,FIX,7,0.0066,0.0066,0.0170,1.8,28.2
32645.000,37.415463514,-122.085626833,632.9094,1,FIX,11,0.0068,0.0068,0.0142,1.7,30.6
32646.000,37.415439820,-122.085604452,633.0740,2,FLOAT,7,0.1508,0.1508,0.1940,1.2,0.0
32647.000,37.415457525,-122.085611342,632.9640,1,FIX,12,0.0054,0.0054,0.0123,4.6,28.3
32648.000,37.415461186,-122.085593199,633.0995,2,FLOAT,6,0.1798,0.1798,0.3856,2.4,0.0
32649.000,37.415462079,-122.085606971,632.7873,1,FIX,13,0.0053,0.0053,0.0176,0.4,26.0
32650.000,37.415445333,-122.085602932,633.0043,1,FIX,8,0.0082,0.0082,0.0135,2.5,39.3
32651.000,37.415450064,-122.085630615,632.7919,1,FIX,14,0.0086,0.0086,0.0056,2.7,36.8
